time,open,high,low,close,volume,trade_decision
2024-11-11 15:00:00,2622.563,2626.37,2613.47,2614.679,16183,Sell
2024-11-11 16:00:00,2614.638,2618.182,2612.667,2615.323,11028,No Trade
2024-11-11 17:00:00,2615.299,2617.071,2611.487,2612.681,7931,Sell
2024-11-11 18:00:00,2612.644,2619.456,2610.61,2618.98,6573,No Trade
2024-11-11 19:00:00,2619.018,2620.752,2617.885,2619.346,5258,No Trade
2024-11-11 20:00:00,2619.371,2626.267,2619.313,2622.123,5232,Sell
2024-11-11 21:00:00,2622.088,2623.216,2619.356,2619.693,2850,Sell
2024-11-11 23:00:00,2620.235,2624.204,2619.847,2624.118,2802,Buy
2024-11-12 00:00:00,2624.106,2625.36,2622.275,2624.132,4431,No Trade
2024-11-12 01:00:00,2624.175,2627.242,2619.222,2624.159,10398,No Trade
2024-11-12 02:00:00,2624.123,2625.579,2620.485,2622.147,8105,Sell
2024-11-12 03:00:00,2622.128,2623.869,2618.797,2619.004,5468,Sell
2024-11-12 04:00:00,2618.955,2619.164,2615.638,2617.774,5640,Sell
2024-11-12 05:00:00,2617.82,2618.254,2605.421,2606.94,11543,Sell
2024-11-12 06:00:00,2606.903,2610.207,2603.437,2608.009,11895,No Trade
2024-11-12 07:00:00,2607.966,2609.081,2595.228,2598.317,14101,Sell
2024-11-12 08:00:00,2598.353,2606.591,2598.199,2600.728,11985,Sell
2024-11-12 09:00:00,2600.662,2600.868,2590.841,2593.377,11912,No Trade
2024-11-12 10:00:00,2593.383,2598.692,2589.676,2596.722,10133,No Trade
2024-11-12 11:00:00,2596.685,2599.294,2592.711,2597.925,11527,No Trade
2024-11-12 12:00:00,2597.9,2607.198,2597.9,2605.284,15148,No Trade
2024-11-12 13:00:00,2605.33,2616.499,2604.475,2611.607,18483,No Trade
2024-11-12 14:00:00,2611.646,2617.148,2608.892,2610.509,17768,Sell
2024-11-12 15:00:00,2610.441,2611.836,2597.467,2598.517,16762,Sell
2024-11-12 16:00:00,2598.559,2604.273,2597.888,2600.894,13025,Sell
2024-11-12 17:00:00,2600.879,2601.222,2592.51,2597.511,10089,No Trade
2024-11-12 18:00:00,2597.555,2602.204,2596.527,2599.263,7977,No Trade
2024-11-12 19:00:00,2599.297,2601.482,2597.943,2598.271,5761,Sell
2024-11-12 20:00:00,2598.246,2601.467,2595.183,2599.876,6035,No Trade
2024-11-12 21:00:00,2599.901,2600.838,2597.253,2598.42,3423,Sell
2024-11-12 23:00:00,2598.15,2599.888,2597.738,2599.036,2321,No Trade
2024-11-13 00:00:00,2599.091,2600.015,2598.082,2599.428,3513,No Trade
2024-11-13 01:00:00,2599.469,2611.263,2599.469,2608.146,11014,No Trade
2024-11-13 02:00:00,2608.186,2612.634,2605.234,2612.165,7601,No Trade
2024-11-13 03:00:00,2612.132,2613.387,2606.499,2611.642,6591,Buy
2024-11-13 04:00:00,2611.659,2612.485,2606.143,2606.299,5332,Sell
2024-11-13 05:00:00,2606.359,2608.028,2603.57,2605.888,6617,No Trade
2024-11-13 06:00:00,2605.848,2607.541,2604.256,2605.514,6972,No Trade
2024-11-13 07:00:00,2605.474,2607.526,2604.358,2606.195,6233,No Trade
2024-11-13 08:00:00,2606.246,2610.807,2601.111,2607.741,9685,No Trade
2024-11-13 09:00:00,2607.702,2611.745,2607.353,2608.746,7398,Sell
2024-11-13 10:00:00,2608.703,2610.498,2607.01,2609.136,6060,No Trade
2024-11-13 11:00:00,2609.137,2611.739,2605.869,2610.869,6015,Buy
2024-11-13 12:00:00,2610.906,2612.789,2608.918,2609.772,7057,Sell
2024-11-13 13:00:00,2609.806,2618.921,2607.226,2612.39,22243,Sell
2024-11-13 14:00:00,2612.303,2616.466,2601.107,2602.111,22617,Sell
2024-11-13 15:00:00,2602.087,2606.971,2593.628,2605.465,22675,Buy
2024-11-13 16:00:00,2605.421,2606.055,2584.775,2585.816,17158,Sell
2024-11-13 17:00:00,2585.919,2586.883,2577.587,2583.489,14181,No Trade
2024-11-13 18:00:00,2583.444,2585.584,2579.593,2582.777,10269,No Trade
2024-11-13 19:00:00,2582.739,2584.996,2580.634,2581.084,6789,Sell
2024-11-13 20:00:00,2581.051,2581.275,2573.006,2573.91,7984,Sell
2024-11-13 21:00:00,2573.863,2577.165,2572.68,2573.144,3690,Sell
